AMC,Fund Name,Morning star rating,Value Research rating,1 month return,NAV,1 Year return,3 Year Return,Minimum investment,Fund Manager,AUM,Category,Risk
sbi mutual fund,SBI Gold-G,0,4,3.85%,21.82,23.77%,14.68%,Rs.500.0,Raviprakash Sharma,2027.77 cr,Other,High
sbi mutual fund,SBI BSE Sensex Index Reg-G,0,0,4.98%,13.42,23.72%,0,Rs.500.0,Raviprakash Sharma,215.72 cr,Other,Very High
sbi mutual fund,SBI Equity Minimum Variance Reg-G,0,0,5.49%,26.02,35.61%,17.57%,Rs.500.0,Raviprakash Sharma,228.86 cr,Equity,Moderate 
sbi mutual fund,SBI Nifty Index-G,2,2,5.06%,222.61,27.13%,14.18%,Rs.500.0,Raviprakash Sharma,8483.97 cr,Other,Very High
sbi mutual fund,SBI PSU-G,1,0,1.21%,32.87,65.15%,38.42%,Rs.500.0,Richard D'souza,4851.11 cr,Equity,Very High
sbi mutual fund,SBI Magnum COMMA-G,3,0,2.44%,106.31,38.01%,13.96%,Rs.500.0,Richard D'souza,675.49 cr,Equity,Very High
hsbc mutual fund,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028,0,0,0.74%,11.63,8.31%,0,Rs.1000.0,Ritesh Jain,1921.72 cr,Other,Moderate
hsbc mutual fund,HSBC Conservative Hybrid-G,3,3,1.87%,58.93,17.71%,8.81%,Rs.500.0,Ritesh Jain,133.4 cr,Hybrid,Moderately High
hsbc mutual fund,HSBC Balanced Advantage-G,3,3,3.10%,42.78,22.74%,11.36%,Rs.500.0,Ritesh Jain,1502.4 cr,Hybrid,High
hsbc mutual fund,HSBC Arbitrage Reg-G,0,3,0.49%,18.04,7.49%,5.75%,Rs.500.0,Ritesh Jain,2505.59 cr,Hybrid,Low
hsbc mutual fund,HSBC Equity Savings-G,5,5,2.02%,32.62,25.18%,12.80%,Rs.500.0,Ritesh Jain,449.96 cr,Hybrid,Moderately High
uti mutual fund,UTI Ultra Short Duration Discontinued Inst-G,5,0,0.62%,2871.64,7.24%,6.78%,0,Ritesh Nambiar,2143.69 cr,Debt,Moderate
uti mutual fund,UTI Ultra Short Duration Reg-G,5,5,0.60%,4008.6,7.05%,6.59%,Rs.500.0,Ritesh Nambiar,2143.69 cr,Debt,Moderate
uti mutual fund,UTI Credit Risk Reg-G,2,4,1.21%,16.07,7.65%,11.17%,Rs.500.0,Ritesh Nambiar,343.15 cr,Debt,Moderately High
uti mutual fund,UTI Medium Duration Reg-G,3,3,0.89%,17.2,7.42%,6.12%,Rs.500.0,Ritesh Nambiar,39.91 cr,Debt,Moderate
mirae asset mutual fund,Mirae Asset Multi Asset Allocation Reg-G,0,0,3.80%,11.39,0,0,Rs.500.0,Ritesh Patel,1638.35 cr,Hybrid,High
icici prudential mutual fund,ICICI Pru US Bluechip Equity-G,0,0,5.74%,62.78,19.52%,11.46%,Rs.100.0,Rohan Maru,3316.71 cr,Equity,Very High
icici prudential mutual fund,ICICI Pru Global Stable Equity (FOF)-G,0,0,4.74%,26.46,13.18%,8%,Rs.1000.0,Rohan Maru,123.23 cr,Other,Very High
sundaram mutual fund,Sundaram Global Brand-G,3,0,3.01%,30.2,13.20%,5.93%,Rs.100.0,Rohit Seksaria,114.35 cr,Other,Very High
sundaram mutual fund,Sundaram Financial Services Opp Reg-G,5,5,6.69%,101.09,29.02%,19.17%,Rs.100.0,Rohit Seksaria,1444.21 cr,Equity,High 
sundaram mutual fund,Sundaram Nifty 100 Equal Weight-G,2,4,5.03%,184.29,47.18%,18.80%,Rs.100.0,Rohit Seksaria,95.67 cr,Other,Low 
dsp mutual fund,DSP Natural Resources and New Energy Reg-G,4,0,1.14%,93.24,43.99%,20.25%,Rs.100.0,Rohit Singhania,1318.19 cr,Equity,High 
dsp mutual fund,DSP Equity Opportunities-G,3,3,5.37%,636.35,47.77%,20.44%,Rs.100.0,Rohit Singhania,14246.48 cr,Equity,Moderately High 
dsp mutual fund,DSP India T.I.G.E.R. Reg-G,3,3,3.31%,341.82,61.86%,33.81%,Rs.100.0,Rohit Singhania,5500.38 cr,Equity,Very High
dsp mutual fund,DSP ELSS Tax Saver-G,4,4,6.00%,142.68,46.47%,20.55%,Rs.500.0,Rohit Singhania,17488.27 cr,Equity,Moderate 
icici prudential mutual fund,ICICI Pru Quant-G,0,0,6.17%,23.23,38.85%,18.31%,Rs.100.0,Roshan Chutkey,97.09 cr,Equity,Moderately High 
hdfc mutual fund,HDFC Focused 30-G,3,5,5.81%,221.34,41.73%,28.18%,Rs.100.0,Roshi Jain,14329.6 cr,Equity,Moderately High 
hdfc mutual fund,HDFC Flexi Cap-G,0,4,5.46%,1920.59,41.77%,26.87%,Rs.100.0,Roshi Jain,63436.49 cr,Equity,Moderate 
hdfc mutual fund,HDFC ELSS Tax Saver-G,3,4,5.29%,1393.78,44.32%,24.68%,Rs.500.0,Roshi Jain,16422.31 cr,Equity,Moderate 
motilal oswal mutual fund,Motilal Oswal Asset Allocation Passive FoF -,0,2,2.01%,14.75,19.94%,10.39%,Rs.500.0,Rouhak Shah,43.22 cr,Other,High
motilal oswal mutual fund,Motilal Oswal Asset Allocation Passive FoF -,0,2,3.40%,16.65,27.47%,13.65%,Rs.500.0,Rouhak Shah,67.65 cr,Other,Very High
nippon india mutual fund,Nippon India ELSS Tax Saver-G,2,2,5.50%,132,40.45%,20.20%,Rs.500.0,Rupesh Patel,16465.39 cr,Equity,Moderate 
sundaram mutual fund,Sundaram Mid Cap Reg-G,2,3,7.59%,1414.49,55.03%,25.87%,Rs.100.0,S Bharath,12713.29 cr,Equity,Very High
franklin templeton mutual fund,Franklin India Government Securities-G,2,1,0.93%,55.46,7.36%,4.67%,Rs.500.0,Sachin PadwalNADesai,146.19 cr,Debt,Moderate
franklin templeton mutual fund,Franklin India Balanced Advantage Reg-G,0,0,2.28%,13.98,23.26%,0,Rs.500.0,Sachin PadwalNADesai,2261.78 cr,Hybrid,Very High
franklin templeton mutual fund,Franklin India Banking & PSU Debt-G,4,4,0.66%,21.05,7.53%,5.43%,Rs.500.0,Sachin PadwalNADesai,593.99 cr,Debt,Moderate
bandhan mutual fund,Bandhan Equity Savings Regular-G,1,3,1.24%,29.95,10.21%,6.75%,Rs.100.0,Sachin Relekar,141.01 cr,Hybrid,Low to Moderate
bandhan mutual fund,Bandhan Midcap Reg-G,0,0,6.66%,18.17,51.08%,0,Rs.100.0,Sachin Relekar,1509.96 cr,Equity,Very High
bandhan mutual fund,Bandhan Large Cap Reg-G,3,3,6.88%,79.21,40.49%,16.89%,Rs.100.0,Sachin Relekar,1686.82 cr,Equity,Moderate 
bandhan mutual fund,Bandhan Asset Allocation Aggressive Reg-G,3,3,5.11%,45.61,29.29%,13.49%,Rs.100.0,Sachin Relekar,19.01 cr,Other,High
bandhan mutual fund,Bandhan Infrastructure Reg-G,3,2,1.59%,55.78,72.37%,32.54%,Rs.100.0,Sachin Relekar,1964.83 cr,Equity,Very High
bandhan mutual fund,Bandhan Asset AllocationModerate Reg-G,4,0,4.03%,39.67,22.40%,10.91%,Rs.100.0,Sachin Relekar,20.31 cr,Other,High
bandhan mutual fund,Bandhan Balanced Advantage Reg-G,2,2,2.75%,23.74,20.56%,9.40%,Rs.100.0,Sachin Relekar,2321.9 cr,Hybrid,Moderately High
axis mutual fund,Axis Nifty 500 Index Reg-G,0,0,5.32%,10.34,0,0,Rs.100.0,Sachin Relekar,248.14 cr,Other,Very High
bandhan mutual fund,Bandhan Asset Allocation Conservative Reg-G,4,3,2.03%,32.17,13.72%,7.70%,Rs.100.0,Sachin Relekar,6.6 cr,Other,Moderately High
uti mutual fund,UTI Infrastructure Reg-G,1,2,2.99%,149.79,49.37%,24.37%,Rs.500.0,Sachin Trivedi,2453.3 cr,Equity,High 
uti mutual fund,UTI Transportation and Logistics Reg-G,3,0,3.77%,279.79,54.04%,32.28%,Rs.500.0,Sachin Trivedi,3843.1 cr,Equity,Very High
edelweiss mutual fund,Edelweiss Small Cap Reg-G,4,3,6.16%,45.74,42.81%,25.19%,Rs.100.0,Sahil Shah,4141.5 cr,Equity,Very High
edelweiss mutual fund,Edelweiss Mid Cap Reg-G,4,4,6.78%,100.38,58.80%,26.58%,Rs.100.0,Sahil Shah,7400.59 cr,Equity,High 
tata mutual fund,Tata Balanced Advantage Reg-G,3,4,2.40%,20.37,20.17%,12.22%,Rs.100.0,Sailesh Jain,10207.51 cr,Hybrid,High
tata mutual fund,Tata Quant Reg-G,0,0,6.07%,16.63,32.67%,15.24%,Rs.100.0,Sailesh Jain,69.25 cr,Equity,Very High
tata mutual fund,Tata Arbitrage Reg-G,0,4,0.54%,13.62,7.58%,5.79%,Rs.150.0,Sailesh Jain,11802.18 cr,Hybrid,Low
tata mutual fund,Tata Nifty Midcap 150 Momentum 50 Index Reg-G,0,0,4.16%,19.25,57.03%,0,Rs.150.0,Sailesh Jain,574.64 cr,Other,Very High
tata mutual fund,Tata ELSS Tax Saver-G,2,3,6.42%,45.76,35.27%,18.62%,Rs.500.0,Sailesh Jain,4806.05 cr,Equity,Very High
nippon india mutual fund,Nippon India Large Cap-G,4,5,4.88%,90.38,35.65%,22.62%,Rs.100.0,Sailesh Raj Bhan,32884.4 cr,Equity,Moderate 
nippon india mutual fund,Nippon India Multi Cap-G,2,0,6.15%,304.3,44%,28.88%,Rs.100.0,Sailesh Raj Bhan,38115.28 cr,Equity,High 
nippon india mutual fund,Nippon India Pharma-G,0,3,5.87%,528.06,50%,19.03%,Rs.100.0,Sailesh Raj Bhan,8647.95 cr,Equity,High 
nippon india mutual fund,Nippon India Small Cap-G,4,5,5.74%,182.06,47.84%,31.17%,Rs.100.0,Samir Rachh,60999.55 cr,Equity,Very High
baroda bnp paribas mutual fund,Baroda BNP Paribas Banking and Financial Serv,3,2,5.41%,43.23,24.95%,13.89%,Rs.500.0,Sandeep Jain,170.57 cr,Equity,Very High
franklin templeton mutual fund,Franklin India Feeder - Templeton European Op,0,0,1.09%,10.83,9.20%,1.78%,Rs.500.0,Sandeep Manam,16.86 cr,Other,Very High
franklin templeton mutual fund,Franklin India Feeder Franklin US Opp-G,0,0,5.42%,68.45,31.44%,4.37%,Rs.500.0,Sandeep Manam,3519.93 cr,Other,Very High
baroda bnp paribas mutual fund,Baroda BNP Paribas Flexi Cap Reg-G,0,0,6.21%,16.34,41.08%,0,Rs.500.0,Sanjay Chawla,1393.45 cr,Equity,Very High
baroda bnp paribas mutual fund,Baroda BNP Paribas Large & Mid Cap Reg-G,3,3,6.16%,28.57,47.66%,20.93%,Rs.500.0,Sanjay Chawla,1443.47 cr,Equity,High 
baroda bnp paribas mutual fund,Baroda BNP Paribas Multi Cap-G,3,0,7.15%,296.78,47.96%,21.04%,Rs.500.0,Sanjay Chawla,2758.15 cr,Equity,High 
baroda bnp paribas mutual fund,Baroda BNP Paribas Focused Reg-G,3,3,2.74%,23.27,35.32%,16.90%,Rs.500.0,Sanjay Chawla,719.51 cr,Equity,Moderately High 
baroda bnp paribas mutual fund,Baroda BNP Paribas ELSS Tax Saver-G,3,3,7.00%,96.99,43.98%,17.87%,Rs.500.0,Sanjay Chawla,967.05 cr,Equity,Moderate 
nippon india mutual fund,Nippon India Power & Infra-G,0,3,3.18%,371.87,60.55%,34.92%,Rs.100.0,Sanjay Doshi,7638.02 cr,Equity,Very High
lic mutual fund,LIC MF Arbitrage Reg-G,0,2,0.50%,13.13,7.10%,5.60%,Rs.1000.0,Sanjay Pawar,141.62 cr,Hybrid,Low
lic mutual fund,LIC MF Conservative Hybrid-G,2,1,1.80%,79.29,10.61%,5.78%,Rs.1000.0,Sanjay Pawar,50.81 cr,Hybrid,Moderately High
lic mutual fund,LIC MF Aggressive Hybrid-G Plan C,1,2,4.54%,198.1,30.37%,12.97%,Rs.1000.0,Sanjay Pawar,558.75 cr,Hybrid,Very High
quant mutual fund,Quant PSU Reg-G,0,0,0.08%,12.02,0,0,Rs.1000.0,Sanjeev Sharma,1040.35 cr,Equity,Very High
quant mutual fund,Quant Manufacturing Reg-G,0,0,4.24%,17.53,61.66%,0,Rs.1000.0,Sanjeev Sharma,1067.47 cr,Equity,Very High
quant mutual fund,Quant Active-G,5,0,2.34%,718.62,39.69%,21.55%,Rs.1000.0,Sanjeev Sharma,11262.23 cr,Equity,High 
quant mutual fund,Quant Focused-G,5,5,5.69%,95.71,43.68%,21.85%,Rs.1000.0,Sanjeev Sharma,1145.27 cr,Equity,Moderately High 
quant mutual fund,Quant Dynamic Asset Allocation Reg-G,0,0,2.84%,17.38,50.39%,0,Rs.1000.0,Sanjeev Sharma,1403.36 cr,Hybrid,Very High
quant mutual fund,Quant Business Cycle Reg-G,0,0,7.37%,19.37,59.80%,0,Rs.1000.0,Sanjeev Sharma,1586.21 cr,Equity,Very High
quant mutual fund,Quant Value Reg-G,0,0,3.43%,21.89,65.93%,0,Rs.1000.0,Sanjeev Sharma,2118.86 cr,Equity,Very High
quant mutual fund,Quant Large Cap Reg-G,0,0,5.56%,16.21,43.33%,0,Rs.1000.0,Sanjeev Sharma,2179.33 cr,Equity,Very High
quant mutual fund,Quant Absolute-G,5,5,2.56%,442.13,33.07%,18.36%,Rs.1000.0,Sanjeev Sharma,2300.31 cr,Hybrid,Moderate 
quant mutual fund,Quant Momentum Reg-G,0,0,3.43%,16.02,0,0,Rs.1000.0,Sanjeev Sharma,2351.29 cr,Equity,Very High
quant mutual fund,Quant Overnight Reg-G,0,5,0.54%,11.26,7.12%,0,Rs.1000.0,Sanjeev Sharma,242.73 cr,Debt,Low
quant mutual fund,Quant Liquid-G,5,2,0.56%,39.15,6.98%,5.85%,Rs.1000.0,Sanjeev Sharma,2486.01 cr,Debt,Moderate
quant mutual fund,Quant Small Cap-G,5,5,5.08%,282.99,54.50%,30.86%,Rs.1000.0,Sanjeev Sharma,25534.99 cr,Equity,Very High 
quant mutual fund,Quant Quantamental Reg-G,0,0,3.45%,25.4,51.23%,32.37%,Rs.1000.0,Sanjeev Sharma,2702.18 cr,Equity,Very High
quant mutual fund,Quant Multi Asset-G,3,5,7.55%,140.8,47.90%,24.84%,Rs.1000.0,Sanjeev Sharma,2725.26 cr,Hybrid,High
quant mutual fund,Quant ESG Equity Reg-G,0,0,3.85%,37.67,48.24%,27.90%,Rs.1000.0,Sanjeev Sharma,333.92 cr,Equity,Moderately High 
quant mutual fund,Quant Consumption Reg-G,0,0,3.93%,11.97,0,0,Rs.1000.0,Sanjeev Sharma,338.19 cr,Equity,Very High
quant mutual fund,Quant Large and Mid Cap-G,5,5,2.22%,129.58,51.81%,27.10%,Rs.1000.0,Sanjeev Sharma,3706.81 cr,Equity,High 
quant mutual fund,Quant Healthcare Reg-G,0,0,8.13%,17.62,61.75%,0,Rs.1000.0,Sanjeev Sharma,431.52 cr,Equity,Very High
quant mutual fund,Quant Teck Reg-G,0,0,5.97%,14.08,40.64%,0,Rs.1000.0,Sanjeev Sharma,457.59 cr,Equity,Very High
quant mutual fund,Quant Commodities Reg-G,0,0,3.39%,14.59,0,0,Rs.1000.0,Sanjeev Sharma,478.96 cr,Equity,Very High
quant mutual fund,Quant BFSI Reg-G,0,0,6.67%,17.65,49.65%,0,Rs.1000.0,Sanjeev Sharma,655.36 cr,Equity,Very High
quant mutual fund,Quant Flexi Cap-G,0,0,3.68%,109.73,51.26%,24.75%,Rs.1000.0,Sanjeev Sharma,7709.73 cr,Equity,Moderate 
quant mutual fund,Quant Mid Cap-G,5,5,2.72%,246.75,50.02%,30.17%,Rs.1000.0,Sanjeev Sharma,9367.38 cr,Equity,High 
quant mutual fund,Quant Gilt Reg-G,0,4,0.78%,11.24,7.26%,0,Rs.1000.0,Sanjeev Sharma,99.62 cr,Debt,Moderate
icici prudential mutual fund,ICICI Pru Focused Equity-G,4,4,5.44%,90.34,47.54%,23.53%,Rs.100.0,Sankaran Naren,10093.43 cr,Equity,Moderately High 
icici prudential mutual fund,ICICI Pru Passive Multi-Asset FoF-G,0,0,2.32%,13.82,18.35%,0,Rs.100.0,Sankaran Naren,1116.22 cr,Other,High
icici prudential mutual fund,ICICI Pru Exports and Services-G,5,0,5.19%,164.79,43.94%,22.52%,Rs.100.0,Sankaran Naren,1403.33 cr,Equity,High 
icici prudential mutual fund,ICICI Pru Multicap-G,3,0,5.96%,821.83,46.46%,23.23%,Rs.100.0,Sankaran Naren,14279.76 cr,Equity,High 
icici prudential mutual fund,ICICI Pru India Opportunities-G,0,0,5.76%,35.6,43.03%,29.58%,Rs.100.0,Sankaran Naren,23840.5 cr,Equity,High 
icici prudential mutual fund,ICICI Pru Housing Opportunities-G,0,0,5.17%,17.29,35.29%,0,Rs.100.0,Sankaran Naren,2622.49 cr,Equity,Very High
icici prudential mutual fund,ICICI Pru Bharat Consumption-G,0,5,6.65%,27.09,41.98%,24.80%,Rs.100.0,Sankaran Naren,2736.67 cr,Equity,High 
icici prudential mutual fund,ICICI Pru Global Advantage (FOF)-G,0,0,4.76%,14.92,14.30%,2.07%,Rs.100.0,Sankaran Naren,323.4 cr,Other,Very High
icici prudential mutual fund,ICICI Pru Equity & Debt-G,5,5,3.42%,381.58,35.12%,23.06%,Rs.100.0,Sankaran Naren,40095.35 cr,Hybrid,Moderate 
icici prudential mutual fund,ICICI Pru Multi Asset-G,4,4,3.14%,715.74,30.24%,22.27%,Rs.100.0,Sankaran Naren,48201.26 cr,Hybrid,Moderate 
icici prudential mutual fund,ICICI Pru Value Discovery-G,4,5,4.09%,468.41,42.98%,26.19%,Rs.100.0,Sankaran Naren,50154.17 cr,Equity,High 
icici prudential mutual fund,ICICI Pru Balanced Advantage-G,4,4,2.55%,70.89,22.41%,13.87%,Rs.100.0,Sankaran Naren,61103.4 cr,Hybrid,Very High
icici prudential mutual fund,ICICI Pru Energy Opportunities Reg-G,0,0,1.20%,10.14,0,0,Rs.100.0,Sankaran Naren,9791.22 cr,Equity,Moderate
icici prudential mutual fund,ICICI Pru Thematic Advantage (FOF)-G,3,0,5.54%,218.82,38.23%,20.20%,Rs.1000.0,Sankaran Naren,1845.28 cr,Other,High 
icici prudential mutual fund,ICICI Pru Passive Strategy (FOF)-G,3,4,5.44%,163.46,35.72%,18.52%,Rs.1000.0,Sankaran Naren,187.63 cr,Other,Very High
icici prudential mutual fund,ICICI Pru Asset Allocator (FOF)-G,3,4,2.36%,113.82,21.55%,13.88%,Rs.1000.0,Sankaran Naren,22631.1 cr,Other,High
franklin templeton mutual fund,Franklin India Corporate Debt A-G,4,3,0.65%,92.22,7.22%,5.22%,Rs.500.0,Santosh Kamath,799.52 cr,Debt,Moderate
franklin templeton mutual fund,Franklin India Corporate Debt A-G Plan B,0,3,0.65%,92.22,7.22%,5.22%,Rs.500.0,Santosh Kamath,799.52 cr,Debt,Moderate
motilal oswal mutual fund,Motilal Oswal Balance Advantage Reg-G,2,1,8.72%,23.23,23.53%,14.37%,Rs.500.0,Santosh Singh,1315.31 cr,Hybrid,Very High
tata mutual fund,Tata Resources & Energy Reg-G,0,0,2.36%,45.54,37.28%,15.96%,Rs.100.0,Satish Chandra Mishra,985.43 cr,Equity,High 
jm financial mutual fund,JM Value-G,5,4,4.79%,110.48,57.23%,29.90%,Rs.100.0,Satish Ramanathan,1054.44 cr,Equity,High 
jm financial mutual fund,JM Large Cap-G,4,5,3.02%,166.22,41.67%,19.91%,Rs.100.0,Satish Ramanathan,392.57 cr,Equity,Moderate 
jm financial mutual fund,JM Flexicap-G,0,5,3.87%,108.35,58.11%,28.46%,Rs.100.0,Satish Ramanathan,4228.3 cr,Equity,Moderate 
aditya birla sun life mutual fund,Aditya Birla SL Regular Savings Reg-G,4,3,1.93%,63.16,12.58%,8.33%,Rs.100.0,Satyabrata Mohanty,1396.88 cr,Hybrid,Moderately High
aditya birla sun life mutual fund,Aditya Birla SL Regular Savings Reg-G Monthly,4,3,1.93%,63.16,12.58%,8.33%,Rs.100.0,Satyabrata Mohanty,1396.88 cr,Hybrid,Moderately High
aditya birla sun life mutual fund,Aditya Birla SL Equity Advantage Reg-G,2,1,5.89%,941.69,33.97%,11.62%,Rs.100.0,Satyabrata Mohanty,6297.7 cr,Equity,Very High
aditya birla sun life mutual fund,Aditya Birla SL ESG Integration Strategy Reg-,0,0,9.69%,18.56,36.97%,12.30%,Rs.100.0,Satyabrata Mohanty,699.93 cr,Equity,Very High
aditya birla sun life mutual fund,Aditya Birla SL Equity Hybrid 95 Reg-G,2,2,4.90%,1528.92,29.02%,12.30%,Rs.100.0,Satyabrata Mohanty,7983.34 cr,Hybrid,Very High
sbi mutual fund,SBI Conservative Hybrid-G,5,5,1.95%,69.99,14.88%,10.55%,Rs.500.0,Saurabh Pant,10006.83 cr,Hybrid,High
sbi mutual fund,SBI Large & Midcap-G,3,4,5.01%,621.23,34.60%,20.82%,Rs.500.0,Saurabh Pant,28172.46 cr,Equity,High 
sbi mutual fund,SBI Consumption Opportunities-G,0,4,8.01%,350.91,44.59%,28.82%,Rs.500.0,Saurabh Pant,2853.9 cr,Equity,High 
sbi mutual fund,SBI Technology Opportunities-G,0,0,9.52%,220.71,35.91%,13.85%,Rs.500.0,Saurabh Pant,4387.45 cr,Equity,Very High
jm financial mutual fund,JM Overnight Reg-G,0,3,0.53%,1248.23,6.67%,5.59%,Rs.100.0,Shalini Tibrewala,200.81 cr,Debt,Low
jm financial mutual fund,JM Liquid-G,4,3,0.57%,67.5,7.26%,5.96%,Rs.100.0,Shalini Tibrewala,2058.18 cr,Debt,Low to Moderate
jm financial mutual fund,JM Medium to Long Duration-G,1,2,1.06%,58.38,8.38%,4.69%,Rs.100.0,Shalini Tibrewala,24.54 cr,Debt,Moderate
jm financial mutual fund,JMLow Duration-G,4,4,0.58%,34.91,7.08%,5.54%,Rs.100.0,Shalini Tibrewala,245.58 cr,Debt,Low to Moderate
jm financial mutual fund,JM Dynamic Bond-G,3,3,1.07%,39.06,8.38%,5.74%,Rs.100.0,Shalini Tibrewala,43.53 cr,Debt,Moderate
jm financial mutual fund,JM Liquid Super Inst-G,5,0,0.57%,38.8,7.26%,5.95%,Rs.1000.0,Shalini Tibrewala,2058.18 cr,Debt,Low to Moderate
icici prudential mutual fund,ICICI Pru Strategic Metal And Energy Equity F,0,0,0.87%,14.9,8.13%,0,Rs.100.0,Sharmila D?mello,104.15 cr,Other,Very High
icici prudential mutual fund,ICICI Pru NASDAQ 100 Index-G,0,0,4.75%,14.05,28.09%,0,Rs.100.0,Sharmila D?mello,1648.28 cr,Other,Very High
uti mutual fund,UTI Gold ETF FoF Reg-G,0,0,3.95%,14.15,23.62%,0,Rs.500.0,Sharwan Kumar Goyal,116.04 cr,Other,High
uti mutual fund,UTI BSE Sensex Index Reg-G,0,0,4.99%,14.68,23.89%,0,Rs.500.0,Sharwan Kumar Goyal,192.84 cr,Other,Very High
uti mutual fund,UTI Nifty 50 Index Reg-G,2,3,5.08%,172.8,27.27%,14.39%,Rs.500.0,Sharwan Kumar Goyal,19848.18 cr,Other,Very High
uti mutual fund,UTI Nifty Midcap 150 Quality 50 Index Reg-G,0,0,5.34%,15.11,35.99%,0,Rs.500.0,Sharwan Kumar Goyal,246.63 cr,Other,Very High
uti mutual fund,UTI BSE Housing Index Reg-G,0,0,6.71%,15.82,41.48%,0,Rs.500.0,Sharwan Kumar Goyal,28.87 cr,Other,Very High
uti mutual fund,UTI Silver ETF FoF Reg-G,0,0,4.01%,11.27,19.75%,0,Rs.500.0,Sharwan Kumar Goyal,31.05 cr,Other,Very High
uti mutual fund,UTI Nifty Next 50 Index Reg-G,0,4,5.33%,26.81,64.89%,20.66%,Rs.500.0,Sharwan Kumar Goyal,4791.82 cr,Other,Low 
uti mutual fund,UTI BSELow Volatility Index Reg-G,0,0,5.50%,17.65,37.51%,0,Rs.500.0,Sharwan Kumar Goyal,517.84 cr,Other,Very High
uti mutual fund,UTI Nifty 500 Value 50 Index Reg-G,0,0,1.58%,20.29,68.21%,0,Rs.500.0,Sharwan Kumar Goyal,518.6 cr,Other,Very High
uti mutual fund,UTI Arbitrage Reg-G,5,4,0.54%,33.19,7.73%,5.92%,Rs.500.0,Sharwan Kumar Goyal,6025.37 cr,Hybrid,Low
uti mutual fund,UTI Arbitrage Reg-G Canserve,0,4,0.54%,33.19,7.73%,5.92%,Rs.500.0,Sharwan Kumar Goyal,6025.37 cr,Hybrid,Low
uti mutual fund,UTI Nifty200 Momentum 30 Index Reg-G,0,4,3.37%,24.69,60.73%,22.58%,Rs.500.0,Sharwan Kumar Goyal,7979.66 cr,Other,Low 
uti mutual fund,UTI NIFTY50 Equal Weight Index Reg-G,0,0,5.79%,14.9,37.40%,0,Rs.500.0,Sharwan Kumar Goyal,93.69 cr,Other,Very High
kotak mahindra mutual fund,Kotak India EQ Contra Reg-G,4,3,5.99%,156.21,51.34%,23.76%,Rs.100.0,Shibani Kurian,3928.94 cr,Equity,High 
baroda bnp paribas mutual fund,Baroda BNP Paribas India Consumption Reg-G,0,3,6.29%,34.24,45.16%,20.56%,Rs.500.0,Shiv Chanani,1519.57 cr,Equity,High 
baroda bnp paribas mutual fund,Baroda BNP Paribas Small Cap Reg-G,0,0,4.41%,14.17,0,0,Rs.500.0,Shiv Chanani,1536.23 cr,Equity,Very High
baroda bnp paribas mutual fund,Baroda BNP Paribas Value Reg-G,0,0,2.72%,15.18,38.71%,0,Rs.500.0,Shiv Chanani,1700.44 cr,Equity,Very High
baroda bnp paribas mutual fund,Baroda BNP Paribas Midcap-G,3,3,5.40%,106.23,47.51%,22.36%,Rs.500.0,Shiv Chanani,2224.88 cr,Equity,High 
baroda bnp paribas mutual fund,Baroda BNP Paribas Business Cycle Reg-G,0,0,5.16%,16.77,45.20%,0,Rs.500.0,Shiv Chanani,619.2 cr,Equity,Very High
baroda bnp paribas mutual fund,Baroda BNP Paribas Dividend Yield Reg-G,0,0,0,0,0,0,Rs.500.0,Shiv Chanani,#0ME?,Equity,High
hdfc mutual fund,HDFC Floating Rate Debt-G,5,4,0.64%,46.82,7.92%,6.30%,Rs.100.0,Shobhit Mehrotra,15209.67 cr,Debt,Low to Moderate
hdfc mutual fund,HDFC Retirement Savings Fund-Hybrid Equity Re,0,4,4.75%,38.99,26.90%,16.04%,Rs.100.0,Shobhit Mehrotra,1587.24 cr,Other,Moderate 
hdfc mutual fund,HDFC Retirement Savings Fund-Hybrid Debt Reg-,0,4,1.86%,20.96,13.70%,8.81%,Rs.100.0,Shobhit Mehrotra,161.68 cr,Other,Moderately High
hdfc mutual fund,HDFC Hybrid Debt-G,4,4,1.51%,79.29,15.67%,10.73%,Rs.100.0,Shobhit Mehrotra,3347.9 cr,Hybrid,Moderately High
hdfc mutual fund,HDFC Medium Term Debt-G,4,3,0.89%,52.89,7.93%,5.53%,Rs.100.0,Shobhit Mehrotra,4093.1 cr,Debt,Moderate
hdfc mutual fund,HDFC Long Duration Debt Reg-G,0,0,1.62%,11.73,11.68%,0,Rs.100.0,Shobhit Mehrotra,4215.08 cr,Debt,Moderate
hdfc mutual fund,HDFC Retirement Savings Equity Reg-G,0,5,5.09%,51.89,35.98%,22.09%,Rs.100.0,Shobhit Mehrotra,6016.24 cr,Other,Moderate 
hdfc mutual fund,HDFC Credit Risk Debt Reg-G,4,2,0.87%,22.6,8.07%,5.90%,Rs.100.0,Shobhit Mehrotra,7669.18 cr,Debt,Moderately High
hdfc mutual fund,HDFC Income-G,3,3,1.08%,54.96,9.13%,4.87%,Rs.100.0,Shobhit Mehrotra,843.29 cr,Debt,Moderate
axis mutual fund,Axis Flexi Cap Reg-G,0,2,8.16%,27.16,37.80%,12.17%,Rs.100.0,Shreyash Devalkar,13110.55 cr,Equity,Very High
axis mutual fund,Axis Midcap Reg-G,3,2,6.94%,115.69,46.26%,18.68%,Rs.100.0,Shreyash Devalkar,31321.58 cr,Equity,Very High
